Date,Open,High,Low,Close,Volume
2020-03-02,11387.349609375,11433.0,11036.25,11132.75,680800
2020-03-03,11217.5498046875,11342.25,11152.5498046875,11303.2998046875,696500
2020-03-04,11351.349609375,11356.599609375,11082.150390625,11251.0,797700
2020-03-05,11306.0498046875,11389.5,11244.599609375,11269.0,1352500
2020-03-06,10942.650390625,11035.099609375,10827.400390625,10989.4501953125,1811000
2020-03-09,10742.0498046875,10751.5498046875,10294.4501953125,10451.4501953125,1565500
2020-03-11,10334.2998046875,10545.099609375,10334.0,10458.400390625,1218500
2020-03-12,10039.9501953125,10040.75,9508.0,9590.150390625,1343500
2020-03-13,9107.599609375,10159.400390625,8555.150390625,9955.2001953125,1388000
2020-03-16,9587.7998046875,9602.2001953125,9165.099609375,9197.400390625,897700
2020-03-17,9285.400390625,9403.7998046875,8915.599609375,8967.0498046875,935600
2020-03-18,9088.4501953125,9127.5498046875,8407.0498046875,8468.7998046875,1516600
2020-03-19,8063.2998046875,8575.4501953125,7832.5498046875,8263.4501953125,925700
2020-03-20,8284.4501953125,8883.0,8178.2001953125,8745.4501953125,1071500
2020-03-23,7945.7001953125,8159.25,7583.60009765625,7610.25,653500
2020-03-24,7848.2998046875,8036.9501953125,7511.10009765625,7801.0498046875,738400
2020-03-25,7735.14990234375,8376.75,7714.75,8317.849609375,736900
2020-03-26,8451.0,8749.0498046875,8304.900390625,8641.4501953125,865600
2020-03-27,8949.099609375,9038.900390625,8522.900390625,8660.25,801500
2020-03-30,8385.9501953125,8576.0,8244.0,8281.099609375,593300
2020-03-31,8529.349609375,8678.2998046875,8358.0,8597.75,712700
2020-04-01,8584.099609375,8588.099609375,8198.349609375,8253.7998046875,506300
2020-04-03,8356.5498046875,8356.5498046875,8055.7998046875,8083.7998046875,697000
2020-04-07,8446.2998046875,8819.400390625,8360.9501953125,8792.2001953125,814200
2020-04-08,8688.900390625,9131.7001953125,8653.900390625,8748.75,896500
2020-04-09,8973.0498046875,9128.349609375,8904.5498046875,9111.900390625,742100
2020-04-13,9103.9501953125,9112.0498046875,8912.400390625,8993.849609375,644000
2020-04-15,9196.400390625,9261.2001953125,8874.099609375,8925.2998046875,879100
2020-04-16,8851.25,9053.75,8821.900390625,8992.7998046875,719400
2020-04-17,9323.4501953125,9324.0,9091.349609375,9266.75,684200
2020-04-20,9390.2001953125,9390.849609375,9230.7998046875,9261.849609375,726400
2020-04-21,9016.9501953125,9044.400390625,8909.400390625,8981.4501953125,655100
2020-04-22,9026.75,9209.75,8946.25,9187.2998046875,734400
2020-04-23,9232.349609375,9343.599609375,9170.150390625,9313.900390625,666700
2020-04-24,9163.900390625,9296.900390625,9141.2998046875,9154.400390625,659400
2020-04-27,9259.7001953125,9377.099609375,9250.349609375,9282.2998046875,512800
2020-04-28,9389.7998046875,9404.400390625,9260.0,9380.900390625,614500
2020-04-29,9408.599609375,9599.849609375,9392.349609375,9553.349609375,653000
2020-04-30,9753.5,9889.0498046875,9731.5,9859.900390625,931200
2020-05-04,9533.5,9533.5,9266.9501953125,9293.5,687500
2020-05-05,9429.400390625,9450.900390625,9190.75,9205.599609375,725200
2020-05-06,9226.7998046875,9346.900390625,9116.5,9270.900390625,722200
2020-05-07,9234.0498046875,9277.849609375,9175.900390625,9199.0498046875,708700
2020-05-08,9376.9501953125,9382.650390625,9238.2001953125,9251.5,609100
2020-05-11,9348.150390625,9439.900390625,9219.9501953125,9239.2001953125,704600
2020-05-12,9168.849609375,9240.849609375,9043.9501953125,9196.5498046875,805500
2020-05-13,9584.2001953125,9584.5,9351.099609375,9383.5498046875,846400
2020-05-14,9213.9501953125,9281.099609375,9119.75,9142.75,602600
2020-05-15,9182.400390625,9182.400390625,9050.0,9136.849609375,575900
